epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_balanced_accuracy,lr
17,0.2845046575136869,0.6828415257994174,0.7250179726815241,0.7360317999148989,0.7383345512367333,0.7461598132526887,0.001
18,0.26833504784897366,0.7014512091467999,0.7271746944644141,0.7333381865685898,0.7393911029284282,0.7416706467396876,0.001
19,0.24967965460267982,0.6907210883521759,0.7354421279654925,0.7394038259433939,0.7507502048045258,0.7415750751606641,0.001
20,0.24367560933680182,0.6323497795441612,0.7505391804457225,0.75573762336319,0.7638675827469702,0.7621776920669064,0.001
21,0.23175572245209305,0.641514055468383,0.7383177570093458,0.7501900543081698,0.7538598772409186,0.7570238413532122,0.001
22,0.2203831004572046,0.6112409871443838,0.7613227893601725,0.7692517723402613,0.7748319586254371,0.7769231132716442,0.001
23,0.21417753129615266,0.6609852547529016,0.7271746944644141,0.7404201799706523,0.7508071598806365,0.7361636295470216,0.001
24,0.20667244331607798,0.644665555847711,0.7598849748382459,0.763214404096078,0.7755759663946222,0.7656306311502113,0.001
25,0.2024192016794572,0.5987453737934231,0.796549245147376,0.7915348127630933,0.8063568895185118,0.7948613062612321,0.001
26,0.19983106764060451,0.6918475950132763,0.7386772106398275,0.7461533611844199,0.7621422510230049,0.737860652433861,0.001
27,0.1935887554613332,0.5875835573818939,0.8023005032350827,0.8023683562911792,0.8126054942342432,0.807961855666305,0.001
28,0.18979018188795996,0.6096228107456506,0.789000718907261,0.7896850437651072,0.800503596634926,0.7944729811169956,0.001
29,0.18110260630659844,0.6539094822600452,0.7875629043853343,0.7860427367561167,0.7968638281496677,0.7945416946975016,0.001
30,0.1748055336476944,0.583758448864555,0.7904385334291877,0.7897031102645222,0.7979447534255553,0.8049944040197593,0.001
31,0.1740182343502918,0.5916294000887511,0.8141624730409777,0.8102393329089265,0.8199143093231073,0.8208449117251181,0.001
32,0.17134424836340104,0.5808918210004921,0.8026599568655644,0.7997852751315371,0.8122264094192417,0.8045531612786886,0.001
33,0.172890604048678,0.5762782888306207,0.8076923076923077,0.8070654293483916,0.8167099342167313,0.8143473510493947,0.001
34,0.1594885718530636,0.6204873283589855,0.796549245147376,0.7926230634953821,0.8067869387245566,0.7960491426797094,0.001
35,0.16653693789585194,0.6253958643125511,0.7742631200575126,0.7776754344398409,0.790117735589349,0.7782497407705785,0.001
36,0.16260281657052386,0.6316003147258251,0.7789360172537743,0.7828930151019974,0.7957932234629329,0.7811067247695407,0.001
37,0.1684898854018215,0.5841844567157312,0.7994248741912293,0.7978136736383082,0.8097997274925203,0.8006503701564357,0.001
38,0.15922427466772135,0.6169905056634625,0.7893601725377426,0.7903853772242853,0.8047408598799626,0.7891481140994131,0.0005
39,0.15001549937092656,0.5854022439909359,0.8134435657800144,0.8101813936849666,0.8215219038627352,0.8167367512846725,0.0005
40,0.14964929725660003,0.5783512186095665,0.8166786484543493,0.813225519403094,0.8276081113774618,0.814287309657677,0.0005
41,0.1472248522341287,0.6245662574284716,0.7703091301222142,0.7778384599009766,0.7883572050180229,0.7777064775419634,0.0005
42,0.15548459627560313,0.6280318422766575,0.784687275341481,0.7842222753920183,0.7984064463850373,0.7850258729555816,0.0005
43,0.1450782020859948,0.6000571561151061,0.8123652048885693,0.8081211193004448,0.8222261400207082,0.8107722367905855,0.0005
44,0.14822723006089072,0.6227975959061377,0.787922358015816,0.7867777079380542,0.8037077962847677,0.7845483155063833,0.0005
45,0.14918403890165624,0.614762146082137,0.7731847591660675,0.780319161131906,0.7919875351808324,0.7791266383812127,0.0005
46,0.14076415113153667,0.596502904322917,0.813803019410496,0.8084251683028426,0.8227081264301398,0.8115281419443162,0.0005
47,0.14333710412080805,0.5725886325541372,0.8163191948238677,0.8130424637405994,0.825514521496619,0.8174777453741986,0.00025
48,0.14461605351569626,0.5797840679060375,0.8177570093457944,0.8145699265207345,0.8258529918990843,0.8210763024016713,0.00025
49,0.14190288506565257,0.5623368533886567,0.8278217109992811,0.8246819101987413,0.8363864266545404,0.8307998392795022,0.00025
50,0.14507793641470468,0.5944172376612807,0.8141624730409777,0.8075101351469668,0.8229610520193364,0.8102074703677751,0.00025
51,0.13910008881012914,0.7202307618752732,0.7293314162473041,0.7466246163341769,0.7557520838099174,0.7381134227591812,0.00025
52,0.14169931604995667,0.6864017758071208,0.7498202731847592,0.7613349095721663,0.7728026027785355,0.7565839145334121,0.00025
53,0.13438674662966357,0.643226228584753,0.7652767792954709,0.7747740276111165,0.7865973754825087,0.7707145474259578,0.00025
54,0.13846264012451726,0.5983336366054225,0.8037383177570093,0.8021181205782083,0.8163616966977021,0.8029503576939997,0.00025
55,0.14116376918110646,0.5659922807658858,0.819194823867721,0.8168199035543079,0.8295014913039158,0.8199055667330685,0.00025
56,0.1278911774358946,0.5616646127508836,0.8213515456506111,0.8175022653339542,0.8307439314817908,0.820900878267881,0.000125
57,0.13613965614949658,0.5972789829365218,0.7958303378864127,0.7983215624629669,0.8098728239544428,0.8000177516617732,0.000125
58,0.13470971129408674,0.6043042232457209,0.8048166786484543,0.8045411134399139,0.8175686368970437,0.8060644352197547,0.000125
59,0.13599955770561595,0.6907806917971454,0.7512580877066858,0.7629638922675234,0.7742242492956474,0.757733033173984,0.000125
60,0.13367190121279107,0.5808344559220424,0.8177570093457944,0.8151568762488767,0.8279780394598552,0.8184376255507919,0.000125
61,0.1364912422768835,0.5749401974215257,0.8227893601725378,0.8189144036165462,0.8311369043857023,0.8242527206007858,0.000125
62,0.1306916468589337,0.6124420505389303,0.7951114306254493,0.7959400221786587,0.8085968355722184,0.796634707376024,6.25e-05
63,0.13164435592909218,0.5945973881794171,0.7936736161035226,0.7951495056264749,0.807827540812678,0.7959780969568411,6.25e-05
64,0.1342186328855533,0.5925962818260248,0.8130841121495327,0.8100001654767679,0.8235129503367359,0.8131461113603918,6.25e-05
