epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_balanced_accuracy,lr
36,0.1353020266021711,0.6898698416825767,0.7832494608195543,0.7925278641564105,0.8008995313265994,0.7917733380656835,0.0005
37,0.13363543142807166,0.6537357956963765,0.7940330697340043,0.7982558695136316,0.8089826861861095,0.799279618613531,0.0005
38,0.12869321521856966,0.6155858370445342,0.792235801581596,0.7956828396479034,0.8053272077896603,0.797651759813299,0.00025
39,0.13192419852357282,0.615946764765156,0.811646297627606,0.8089259230804706,0.8226328157351597,0.8126144678106243,0.00025
40,0.13378941436065667,0.6115714833943815,0.8238677210639828,0.8195689278408098,0.8329370445124832,0.8230645231036678,0.00025
41,0.1275425246261113,0.6671214701887689,0.7706685837526959,0.7799795567398853,0.7903379353636599,0.7783540234489056,0.00025
42,0.12531850880910977,0.6499332559571517,0.7918763479511143,0.7967694209485211,0.807887908267741,0.7974746264981268,0.00025
43,0.12422585750989286,0.6656365783243707,0.8170381020848311,0.8162625562877195,0.8288627529130524,0.8174861085113948,0.00025
44,0.12886048696402036,0.6619942633476641,0.8127246585190511,0.8121132083395066,0.8249262896407741,0.8142517573042519,0.00025
45,0.12093478421859571,0.6588490885594696,0.784687275341481,0.7908030082145229,0.8035026224365762,0.7872554914077363,0.00025
46,0.11615918784079814,0.6826753920569513,0.8058950395398994,0.8081600277224813,0.8198278303279489,0.8079597280718684,0.00025
47,0.12935513035347032,0.623233323492308,0.8098490294751977,0.8083324416990328,0.8213491807878387,0.8114282326358152,0.000125
48,0.12450134363478642,0.6319224232825164,0.8145219266714594,0.8138170898352742,0.8266884868357286,0.8158403229059271,0.000125
49,0.1252997887569638,0.6365709809585066,0.8048166786484543,0.8072852341797572,0.8192749351830423,0.8087354624807848,0.000125
50,0.1254759706082596,0.6536781545768617,0.8084112149532711,0.8072121092386936,0.8204438652101996,0.8089594446794403,0.000125
51,0.11816747341741264,0.7821273972540772,0.7286125089863408,0.7522090645668317,0.7616852988410027,0.7365980380221564,0.000125
52,0.12435211606496074,0.7446128961253218,0.7440690150970525,0.7641470889434321,0.7747341835526413,0.7497821878386878,0.000125
53,0.11997180160509659,0.6902223315108688,0.7501797268152408,0.7658514908135065,0.7760942290148192,0.7576122293340825,6.25e-05
54,0.11900723417237424,0.6530288177844349,0.7918763479511143,0.7972954175721977,0.8092257197512094,0.7961032186420168,6.25e-05
55,0.12219088389463995,0.6316089891941747,0.803019410496046,0.8046785338116761,0.8179601391044036,0.8046980194862462,6.25e-05
